adhesome_gene,corr,tissue,study
BCAR3,0.050043567,Colon,TCGA
DNM2,0.040612086,Colon,TCGA
CFL1,-0.053422536,Colon,TCGA
PLAUR,-0.149627856,Colon,TCGA
AKAP5,0.062128156,Colon,TCGA
SHC1,0.045264961,Colon,TCGA
PTEN,0.10291548,Colon,TCGA
KTN1,0.322702437,Colon,TCGA
PTPRU,-0.272894893,Colon,TCGA
PTPRT,0.13886946,Colon,TCGA
PTPRF,0.050333806,Colon,TCGA
PTPRA,0.115699368,Colon,TCGA
PTPRO,0.382006627,Colon,TCGA
PTPRM,0.114881859,Colon,TCGA
PTPRK,0.219051991,Colon,TCGA
PTPRJ,0.114278635,Colon,TCGA
PTPRH,-0.00851735,Colon,TCGA
VIM,-0.171625356,Colon,TCGA
RDX,0.089948981,Colon,TCGA
WASL,-0.053067091,Colon,TCGA
PIK3CA,0.156292292,Colon,TCGA
ARF1,-0.174743948,Colon,TCGA
ARF6,0.038293689,Colon,TCGA
CLIP1,0.194000026,Colon,TCGA
CD47,0.217001571,Colon,TCGA
PAK1,0.084026303,Colon,TCGA
FYN,-0.188684577,Colon,TCGA
ARHGAP5,0.067122449,Colon,TCGA
GRB2,-0.105718498,Colon,TCGA
GRB7,-0.026527908,Colon,TCGA
ACP1,0.083858941,Colon,TCGA
PRKCA,0.063354893,Colon,TCGA
PRKCD,0.034521362,Colon,TCGA
SYK,0.230962324,Colon,TCGA
ILK,-0.140359819,Colon,TCGA
PLEKHA7,0.103161173,Colon,TCGA
MYH10,0.042821242,Colon,TCGA
CGNL1,0.140238015,Colon,TCGA
SLC9A1,-0.122969478,Colon,TCGA
MYO6,0.315825903,Colon,TCGA
PABPC1,0.105735456,Colon,TCGA
DLC1,0.110891398,Colon,TCGA
SH2B1,0.252917291,Colon,TCGA
WIPF2,0.075871622,Colon,TCGA
PPM1F,0.176217692,Colon,TCGA
PPM1M,-0.167120304,Colon,TCGA
ZYX,0.035506793,Colon,TCGA
PPP2CA,0.042071588,Colon,TCGA
ARPC2,0.002691562,Colon,TCGA
ARHGAP12,0.229753706,Colon,TCGA
PALLD,-0.129758097,Colon,TCGA
PDPK1,0.130874746,Colon,TCGA
PTK2B,0.023991791,Colon,TCGA
IQGAP1,0.045998842,Colon,TCGA
RNF185,0.018231937,Colon,TCGA
PARVA,0.084209155,Colon,TCGA
TRIOBP,-0.058751371,Colon,TCGA
CSK,-0.135149297,Colon,TCGA
SH3BP1,-0.135930133,Colon,TCGA
MAGI1,0.170773912,Colon,TCGA
TSPAN1,-0.132068593,Colon,TCGA
HSPA2,0.033434817,Colon,TCGA
SHROOM3,-0.09031839,Colon,TCGA
VASP,-0.032064743,Colon,TCGA
CEACAM1,0.087031603,Colon,TCGA
ADD1,0.059370141,Colon,TCGA
LDB3,0.078109464,Colon,TCGA
MYH9,-0.037930661,Colon,TCGA
PIP5K1C,-0.116739984,Colon,TCGA
CAPN2,-0.249620432,Colon,TCGA
CAPN1,-0.182631038,Colon,TCGA
PARVB,0.034385609,Colon,TCGA
ARVCF,0.213066268,Colon,TCGA
STAT3,-0.088724231,Colon,TCGA
PDE4D,-0.022553698,Colon,TCGA
CD2AP,0.156246477,Colon,TCGA
ITGA8,0.191269892,Cervix,TCGA
ITGA9,0.095217639,Cervix,TCGA
ITGA1,0.128427697,Cervix,TCGA
ITGA2,-0.002746755,Cervix,TCGA
ITGA3,-0.022473595,Cervix,TCGA
ITGA4,0.173279694,Cervix,TCGA
ITGA5,-0.115970353,Cervix,TCGA
ITGA6,-0.055199492,Cervix,TCGA
ITGA7,0.28606877,Cervix,TCGA
ITGAX,-0.00502891,Cervix,TCGA
ITGAV,0.093930595,Cervix,TCGA
ITGAL,-0.022723598,Cervix,TCGA
ITGAM,-0.071991425,Cervix,TCGA
ITGAD,0.006961316,Cervix,TCGA
ITGAE,-0.073224171,Cervix,TCGA
PTPN12,0.100447387,Cervix,TCGA
PTPN11,0.183883811,Cervix,TCGA
PTPN14,-0.069286942,Cervix,TCGA
SH3KBP1,-0.006200928,Cervix,TCGA
SORBS1,0.190270642,Cervix,TCGA
SORBS3,0.05609408,Cervix,TCGA
SORBS2,0.222286315,Cervix,TCGA
ADAM10,0.084930019,Cervix,TCGA
ADAM12,0.072705082,Cervix,TCGA
NDEL1,0.012892548,Cervix,TCGA
ABI2,0.238598233,Cervix,TCGA
ABI3,-0.154094141,Cervix,TCGA
ABI1,0.001230447,Cervix,TCGA
SRCIN1,0.148653246,Cervix,TCGA
RASA1,0.159429262,Cervix,TCGA
ACTN4,-9.14E-05,Cervix,TCGA
EZR,-0.070087903,Cervix,TCGA
SIPA1L3,0.16150469,Cervix,TCGA
PPFIA1,0.180152064,Cervix,TCGA
RAPGEF1,0.111365475,Cervix,TCGA
RAPGEF2,0.302688512,Cervix,TCGA
TUBA1B,-0.036289021,Cervix,TCGA
CALR,-0.07496583,Cervix,TCGA
PFN1,-0.178778884,Cervix,TCGA
SSX2IP,0.174042757,Cervix,TCGA
CYTH2,0.122471502,Cervix,TCGA
CDH20,0.083744669,Cervix,TCGA
CDH24,0.089314566,Cervix,TCGA
FAT1,0.120208062,Cervix,TCGA
SOS1,0.218511847,Cervix,TCGA
CBLL1,0.165935758,Cervix,TCGA
KRIT1,0.24939798,Cervix,TCGA
SCRIB,-0.086622169,Cervix,TCGA
LYN,0.01250033,Cervix,TCGA
VAV1,-0.086786018,Cervix,TCGA
VAV3,0.021218934,Cervix,TCGA
VAV2,0.129503697,Cervix,TCGA
FERMT2,0.1720914,Cervix,TCGA
FERMT3,-0.113668091,Cervix,TCGA
FERMT1,-0.106033733,Cervix,TCGA
CRKL,0.00420536,Cervix,TCGA
NRP1,0.091371773,Cervix,TCGA
NRP2,0.031666025,Cervix,TCGA
AGAP2,-0.075290477,Cervix,TCGA
ROCK1,0.175213554,Cervix,TCGA
PLD1,-0.060441852,Cervix,TCGA
DOCK1,0.202837079,Cervix,TCGA
ITGB1,0.142533284,Cervix,TCGA
ITGB3,0.123682647,Cervix,TCGA
ITGB2,-0.156481072,Cervix,TCGA
ITGB5,-0.052345649,Cervix,TCGA
ITGB4,-0.140167019,Cervix,TCGA
ITGB7,-0.084096681,Cervix,TCGA
ITGB6,-0.023965446,Cervix,TCGA
ITGB8,0.158515864,Cervix,TCGA
ITGA10,0.347460143,Cervix,TCGA
ITGA11,0.043843548,Cervix,TCGA
LRP1,0.019534273,Cervix,TCGA
SIRPA,-0.078559051,Cervix,TCGA
TGFB1I1,-0.002323043,Cervix,TCGA
SHARPIN,-0.239608753,Cervix,TCGA
CAPZA1,-0.020105339,Cervix,TCGA
LIN7A,0.171016042,Cervix,TCGA
PVR,-0.101734421,Cervix,TCGA
MAPK1,0.059851147,Cervix,TCGA
MAPK8,0.256608501,Cervix,TCGA
NEDD9,0.220268277,Cervix,TCGA
DIAPH1,0.067233327,Cervix,TCGA
PARD3,-0.069077733,Cervix,TCGA
CDH11,0.126859183,Cervix,TCGA
CDH10,0.029082389,Cervix,TCGA
CDH12,0.181141908,Cervix,TCGA
CDH15,-0.067506546,Cervix,TCGA
CDH19,-0.003484179,Cervix,TCGA
CDH18,-0.091414652,Cervix,TCGA
ABL1,0.261786566,Cervix,TCGA
VEZT,0.21413924,Cervix,TCGA
ADAM9,0.083680894,Cervix,TCGA
PRKD1,0.191869963,Cervix,TCGA
LAYN,-0.042960412,Cervix,TCGA
HEG1,0.020291934,Cervix,TCGA
FHL2,-0.002652727,Cervix,TCGA
FLNA,-0.081907634,Cervix,TCGA
CTNNA1,0.218550537,Cervix,TCGA
CTNNA2,-0.004583323,Cervix,TCGA
CTNNA3,0.154219196,Cervix,TCGA
SYNM,0.013864217,Cervix,TCGA
GAB1,0.188819426,Cervix,TCGA
ASAP2,0.264517412,Cervix,TCGA
ASAP3,0.151465833,Cervix,TCGA
ARHGAP21,0.184211813,Cervix,TCGA
ARHGAP26,0.196252992,Cervix,TCGA
ARHGAP24,0.135732049,Cervix,TCGA
PKD1,0.229273955,Cervix,TCGA
PRKACA,0.038383322,Cervix,TCGA
GNA12,-0.02514957,Cervix,TCGA
RAP1A,-0.069749518,Cervix,TCGA
INSR,0.227639135,Cervix,TCGA
SPTBN1,0.163365584,Cervix,TCGA
ACTN1,0.01844324,Cervix,TCGA
TRIP6,-0.245178873,Cervix,TCGA
CAV1,-0.098814273,Cervix,TCGA
SVIL,0.104954617,Cervix,TCGA
MET,-0.004464054,Cervix,TCGA
CASS4,0.037523127,Cervix,TCGA
CDH8,0.109217666,Cervix,TCGA
HSPB1,-0.25227645,Cervix,TCGA
AJAP1,0.120631579,Cervix,TCGA
PRNP,-0.116332958,Cervix,TCGA
PEAK1,0.305253892,Cervix,TCGA
LPXN,-0.019179346,Cervix,TCGA
LIMS2,-0.005101647,Cervix,TCGA
LIMS1,0.10655616,Cervix,TCGA
ARHGEF2,0.058379961,Cervix,TCGA
CDH2,0.144351888,Cervix,TCGA
ACTB,-0.113161233,Cervix,TCGA
STARD13,0.158530764,Cervix,TCGA
JUP,-0.213710518,Cervix,TCGA
CTNND2,-0.062180596,Cervix,TCGA
CTNND1,0.041421706,Cervix,TCGA
TESK1,0.054256752,Cervix,TCGA
TRPM7,0.268942101,Cervix,TCGA
LIMK1,0.07176842,Cervix,TCGA
FER,0.156900205,Cervix,TCGA
MAPK8IP3,0.292836699,Cervix,TCGA
DLG1,0.11652677,Cervix,TCGA
SPTLC1,0.026482304,Cervix,TCGA
KCNH2,0.136484072,Cervix,TCGA
CIB2,0.073689929,Cervix,TCGA
CIB1,-0.11213156,Cervix,TCGA
PTPN2,-0.040065244,Cervix,TCGA
PTPN1,0.062493268,Cervix,TCGA
PTPN6,-0.086030526,Cervix,TCGA
OSTF1,-0.177727565,Cervix,TCGA
DLG5,0.188159251,Cervix,TCGA
INPP5D,-0.022020398,Cervix,TCGA
PXN,0.050615799,Cervix,TCGA
THY1,0.020376798,Cervix,TCGA
MMP14,-0.084512234,Cervix,TCGA
HRAS,-0.179855197,Cervix,TCGA
FLNB,-0.0087655,Cervix,TCGA
CDH22,0.07167945,Cervix,TCGA
LPP,0.265579398,Cervix,TCGA
PSEN1,0.030589959,Cervix,TCGA
NUMB,0.174194351,Cervix,TCGA
HAX1,-0.173141863,Cervix,TCGA
GIT1,-0.084502175,Cervix,TCGA
GIT2,0.12789085,Cervix,TCGA
DEF6,-0.097972375,Cervix,TCGA
RHOU,0.10910082,Cervix,TCGA
RHOA,-0.06914477,Cervix,TCGA
CTTN,0.011049229,Cervix,TCGA
ENG,0.005412448,Cervix,TCGA
TLN1,0.116016376,Cervix,TCGA
SDC1,-0.24531324,Cervix,TCGA
SDC4,0.005317412,Cervix,TCGA
EXOC3,-0.133271115,Cervix,TCGA
ANK3,0.202866746,Cervix,TCGA
SSH1,0.106679316,Cervix,TCGA
RAVER1,0.08186755,Cervix,TCGA
CBL,0.184090136,Cervix,TCGA
NCK2,-0.031678643,Cervix,TCGA
MPP7,0.077659732,Cervix,TCGA
CORO2A,0.020681402,Cervix,TCGA
CSNK2A1,0.126156613,Cervix,TCGA
ITGB1BP1,-0.165098679,Cervix,TCGA
RAC1,-0.197323026,Cervix,TCGA
VCL,0.155289263,Cervix,TCGA
ILKAP,0.006022317,Cervix,TCGA
DBN1,0.068702551,Cervix,TCGA
ZFYVE21,0.0651065,Cervix,TCGA
PTK2,0.134022147,Cervix,TCGA
ITGB3BP,0.070748979,Cervix,TCGA
FBLIM1,-0.05726634,Cervix,TCGA
RNF5,-0.037596508,Cervix,TCGA
ACTR3,-0.026078465,Cervix,TCGA
NUDT16L1,-0.047434327,Cervix,TCGA
NISCH,0.193490777,Cervix,TCGA
CRK,0.054325493,Cervix,TCGA
CSNK1E,0.030945439,Cervix,TCGA
SRC,0.094022148,Cervix,TCGA
TNS1,0.217646585,Cervix,TCGA
TJP2,0.02646866,Cervix,TCGA
TJP1,0.105830001,Cervix,TCGA
SLC3A2,-0.14923093,Cervix,TCGA
FSCN1,-0.119996372,Cervix,TCGA
CD151,0.034586774,Cervix,TCGA
IRS1,0.031920262,Cervix,TCGA
TRPV4,-0.05121214,Cervix,TCGA
SDCBP,0.080929027,Cervix,TCGA
ARHGEF12,0.295738785,Cervix,TCGA
MYOM1,0.060399679,Cervix,TCGA
CORO1B,-0.102441318,Cervix,TCGA
WASF2,-0.033873692,Cervix,TCGA
CTNNB1,0.154510507,Cervix,TCGA
FABP3,-0.098401421,Cervix,TCGA
MACF1,0.245023357,Cervix,TCGA
MSN,-0.066475661,Cervix,TCGA
CDC42,-0.0702422,Cervix,TCGA
TRIO,0.22623311,Cervix,TCGA
SLC16A3,-0.076435253,Cervix,TCGA
ARHGAP32,0.125176749,Cervix,TCGA
ARHGAP35,0.114373341,Cervix,TCGA
TES,0.158837553,Cervix,TCGA
MARCKS,-0.074547627,Cervix,TCGA
LMO7,0.149132118,Cervix,TCGA
NME1,-0.179527227,Cervix,TCGA
EPB41,0.23586564,Cervix,TCGA
TIAM1,0.09887652,Cervix,TCGA
PDZD2,0.050667601,Cervix,TCGA
NF2,-0.034794147,Cervix,TCGA
LASP1,0.075755981,Cervix,TCGA
TRPC4,0.157598144,Cervix,TCGA
DYNC1H1,0.099840687,Cervix,TCGA
LIMA1,0.07182747,Cervix,TCGA
CASP3,0.100984889,Cervix,TCGA
CASP8,0.126038172,Cervix,TCGA
AKT1,0.137946462,Cervix,TCGA
PKP4,0.131934168,Cervix,TCGA
ELMO1,0.078977338,Cervix,TCGA
SMPX,0.113222392,Cervix,TCGA
ANKRD28,0.189759136,Cervix,TCGA
PLCG1,0.238625519,Cervix,TCGA
INPPL1,0.284429241,Cervix,TCGA
EGFR,-0.083852164,Cervix,TCGA
ARHGEF6,0.126776305,Cervix,TCGA
ARHGEF7,0.247651212,Cervix,TCGA
CDH9,-0.244567028,Cervix,TCGA
CDH1,0.119885704,Cervix,TCGA
CDH3,-0.117956309,Cervix,TCGA
CDH5,0.182195882,Cervix,TCGA
CDH4,0.199665605,Cervix,TCGA
CDH7,0.187502496,Cervix,TCGA
CDH6,0.170380084,Cervix,TCGA
RACGAP1,0.017834727,Cervix,TCGA
KEAP1,-0.270493654,Cervix,TCGA
NEXN,0.018511232,Cervix,TCGA
ENAH,0.057034376,Cervix,TCGA
ECT2,0.107159231,Cervix,TCGA
PLEC,-0.053516027,Cervix,TCGA
MYO7A,0.119440689,Cervix,TCGA
CSRP1,-0.006784676,Cervix,TCGA
BCAR1,-0.029082065,Cervix,TCGA
BCAR3,-0.020567089,Cervix,TCGA
DNM2,0.030636266,Cervix,TCGA
CFL1,-0.239686442,Cervix,TCGA
PLAUR,-0.188352289,Cervix,TCGA
AKAP5,0.265174175,Cervix,TCGA
SHC1,-0.057229847,Cervix,TCGA
PTEN,0.047312341,Cervix,TCGA
KTN1,0.051690916,Cervix,TCGA
PTPRU,0.109278487,Cervix,TCGA
PTPRT,0.221725795,Cervix,TCGA
PTPRF,0.080931572,Cervix,TCGA
PTPRA,0.143642202,Cervix,TCGA
PTPRO,-0.07289626,Cervix,TCGA
PTPRM,0.20243092,Cervix,TCGA
PTPRK,0.145648923,Cervix,TCGA
PTPRJ,0.13518615,Cervix,TCGA
PTPRH,0.067116435,Cervix,TCGA
VIM,0.001988087,Cervix,TCGA
RDX,0.220363368,Cervix,TCGA
WASL,0.115854555,Cervix,TCGA
PIK3CA,0.021195219,Cervix,TCGA
ARF1,-0.049635363,Cervix,TCGA
ARF6,-0.057744981,Cervix,TCGA
CLIP1,0.092035651,Cervix,TCGA
CD47,-0.007046716,Cervix,TCGA
PAK1,0.073345336,Cervix,TCGA
FYN,0.077023586,Cervix,TCGA
ARHGAP5,0.215960341,Cervix,TCGA
GRB2,-0.075174148,Cervix,TCGA
GRB7,-0.135694078,Cervix,TCGA
ACP1,0.005488755,Cervix,TCGA
PRKCA,0.10876646,Cervix,TCGA
PRKCD,0.066521171,Cervix,TCGA
SYK,-0.007948272,Cervix,TCGA
ILK,-0.004389633,Cervix,TCGA
PLEKHA7,0.21556151,Cervix,TCGA
MYH10,0.113433905,Cervix,TCGA
CGNL1,0.171078977,Cervix,TCGA
SLC9A1,-0.000720567,Cervix,TCGA
MYO6,0.187408537,Cervix,TCGA
PABPC1,-0.109669872,Cervix,TCGA
DLC1,0.174787518,Cervix,TCGA
SH2B1,0.271172733,Cervix,TCGA
WIPF2,0.163607175,Cervix,TCGA
PPM1F,-0.088226012,Cervix,TCGA
PPM1M,0.004807699,Cervix,TCGA
ZYX,-0.154768875,Cervix,TCGA
PPP2CA,0.04055951,Cervix,TCGA
ARPC2,-0.204104424,Cervix,TCGA
ARHGAP12,0.320856961,Cervix,TCGA
PALLD,0.141549245,Cervix,TCGA
PDPK1,0.20068834,Cervix,TCGA
PTK2B,0.055968677,Cervix,TCGA
IQGAP1,0.104271953,Cervix,TCGA
RNF185,-0.053348575,Cervix,TCGA
PARVA,0.188059833,Cervix,TCGA
TRIOBP,0.026336015,Cervix,TCGA
CSK,-0.095159179,Cervix,TCGA
SH3BP1,-0.152739649,Cervix,TCGA
MAGI1,0.249757997,Cervix,TCGA
TSPAN1,0.096581897,Cervix,TCGA
HSPA2,0.006873232,Cervix,TCGA
SHROOM3,0.176834781,Cervix,TCGA
VASP,-0.05187282,Cervix,TCGA
CEACAM1,0.067331682,Cervix,TCGA
ADD1,0.173944832,Cervix,TCGA
LDB3,0.151021259,Cervix,TCGA
MYH9,0.024063986,Cervix,TCGA
PIP5K1C,0.029441564,Cervix,TCGA
CAPN2,-0.026070363,Cervix,TCGA
CAPN1,-0.192777094,Cervix,TCGA
PARVB,-0.149362957,Cervix,TCGA
ARVCF,0.187840912,Cervix,TCGA
STAT3,0.134773255,Cervix,TCGA
PDE4D,0.158847198,Cervix,TCGA
CD2AP,0.067796413,Cervix,TCGA
ITGA8,0.261813353,Breast,TCGA
ITGA9,0.079192175,Breast,TCGA
ITGA1,0.209389737,Breast,TCGA
ITGA2,0.190487447,Breast,TCGA
ITGA3,0.176895732,Breast,TCGA
ITGA4,0.174300993,Breast,TCGA
ITGA5,0.005021476,Breast,TCGA
ITGA6,0.035159646,Breast,TCGA
ITGA7,0.172524828,Breast,TCGA
ITGAX,0.131151381,Breast,TCGA
ITGAV,0.179985628,Breast,TCGA
ITGAL,0.127091366,Breast,TCGA
ITGAM,0.086088228,Breast,TCGA
ITGAD,0.132004204,Breast,TCGA
ITGAE,-0.08302247,Breast,TCGA
PTPN12,0.128937389,Breast,TCGA
PTPN11,0.135958359,Breast,TCGA
PTPN14,0.041090991,Breast,TCGA
SH3KBP1,-0.058646969,Breast,TCGA
SORBS1,0.223986955,Breast,TCGA
SORBS3,0.056031076,Breast,TCGA
SORBS2,0.013787596,Breast,TCGA
ADAM10,0.213737067,Breast,TCGA
ADAM12,0.184397241,Breast,TCGA
NDEL1,0.06727769,Breast,TCGA
ABI2,0.314107795,Breast,TCGA
ABI3,-0.01879768,Breast,TCGA
ABI1,0.028493332,Breast,TCGA
SRCIN1,0.279081379,Breast,TCGA
RASA1,0.316111144,Breast,TCGA
ACTN4,-0.121067813,Breast,TCGA
EZR,0.004501821,Breast,TCGA
SIPA1L3,0.172305329,Breast,TCGA
PPFIA1,0.134874577,Breast,TCGA
RAPGEF1,0.102572849,Breast,TCGA
RAPGEF2,0.281009259,Breast,TCGA
TUBA1B,-0.26870477,Breast,TCGA
CALR,-0.307064484,Breast,TCGA
PFN1,-0.323363312,Breast,TCGA
SSX2IP,0.076668163,Breast,TCGA
CYTH2,0.221733903,Breast,TCGA
CDH20,0.100496348,Breast,TCGA
CDH24,-0.00929468,Breast,TCGA
FAT1,-0.013376224,Breast,TCGA
SOS1,0.144557246,Breast,TCGA
CBLL1,0.196666458,Breast,TCGA
KRIT1,0.364575277,Breast,TCGA
SCRIB,-0.11868322,Breast,TCGA
LYN,-0.120873597,Breast,TCGA
VAV1,-0.018203555,Breast,TCGA
VAV3,0.31589549,Breast,TCGA
VAV2,0.06507931,Breast,TCGA
FERMT2,0.164684464,Breast,TCGA
FERMT3,-0.058672823,Breast,TCGA
FERMT1,-0.12314674,Breast,TCGA
CRKL,0.091678359,Breast,TCGA
NRP1,0.148751115,Breast,TCGA
NRP2,0.045970844,Breast,TCGA
AGAP2,0.019149896,Breast,TCGA
ROCK1,0.245747275,Breast,TCGA
PLD1,-0.04760516,Breast,TCGA
DOCK1,0.367718295,Breast,TCGA
ITGB1,0.032779767,Breast,TCGA
ITGB3,0.181838832,Breast,TCGA
ITGB2,-0.077842853,Breast,TCGA
ITGB5,0.114487044,Breast,TCGA
ITGB4,-0.07077244,Breast,TCGA
ITGB7,-0.062969471,Breast,TCGA
ITGB6,0.081187455,Breast,TCGA
ITGB8,0.038694918,Breast,TCGA
ITGA10,0.187563656,Breast,TCGA
ITGA11,0.103121564,Breast,TCGA
LRP1,0.190106077,Breast,TCGA
SIRPA,-0.088717421,Breast,TCGA
TGFB1I1,0.082134474,Breast,TCGA
SHARPIN,-0.185768222,Breast,TCGA
CAPZA1,0.065273814,Breast,TCGA
LIN7A,0.238806388,Breast,TCGA
PVR,-0.215009108,Breast,TCGA
MAPK1,0.045640272,Breast,TCGA
MAPK8,0.250932113,Breast,TCGA
NEDD9,0.176797064,Breast,TCGA
DIAPH1,-0.037112983,Breast,TCGA
PARD3,-0.070435477,Breast,TCGA
CDH11,0.18701189,Breast,TCGA
CDH10,-0.091370469,Breast,TCGA
CDH12,0.037049767,Breast,TCGA
CDH15,-0.174114383,Breast,TCGA
CDH19,-0.149869604,Breast,TCGA
CDH18,-0.033750797,Breast,TCGA
ABL1,0.214478394,Breast,TCGA
VEZT,0.341218037,Breast,TCGA
ADAM9,0.001152239,Breast,TCGA
PRKD1,0.159471519,Breast,TCGA
LAYN,0.117213953,Breast,TCGA
HEG1,0.220408367,Breast,TCGA
FHL2,0.005215439,Breast,TCGA
FLNA,-0.101794004,Breast,TCGA
CTNNA1,0.13549375,Breast,TCGA
CTNNA2,0.057147106,Breast,TCGA
CTNNA3,0.165811366,Breast,TCGA
SYNM,-0.03176961,Breast,TCGA
GAB1,0.324052316,Breast,TCGA
ASAP2,0.131556919,Breast,TCGA
ASAP3,0.068308203,Breast,TCGA
ARHGAP21,0.055653627,Breast,TCGA
ARHGAP26,0.098081475,Breast,TCGA
ARHGAP24,0.200727652,Breast,TCGA
PKD1,0.268309166,Breast,TCGA
PRKACA,0.057269772,Breast,TCGA
GNA12,0.008912235,Breast,TCGA
RAP1A,0.092444833,Breast,TCGA
INSR,0.219651882,Breast,TCGA
SPTBN1,0.169947506,Breast,TCGA
ACTN1,-0.044046394,Breast,TCGA
TRIP6,-0.142249682,Breast,TCGA
CAV1,0.125212106,Breast,TCGA
SVIL,0.084919272,Breast,TCGA
MET,-0.057736716,Breast,TCGA
CASS4,0.132309951,Breast,TCGA
CDH8,0.122811735,Breast,TCGA
HSPB1,-0.032322657,Breast,TCGA
AJAP1,0.191733234,Breast,TCGA
PRNP,-0.109079616,Breast,TCGA
PEAK1,0.26265032,Breast,TCGA
LPXN,0.030803394,Breast,TCGA
LIMS2,0.04606724,Breast,TCGA
LIMS1,0.038888926,Breast,TCGA
ARHGEF2,0.003701542,Breast,TCGA
CDH2,0.030925008,Breast,TCGA
ACTB,-0.220042938,Breast,TCGA
STARD13,0.330250567,Breast,TCGA
JUP,-0.031063406,Breast,TCGA
CTNND2,0.112989804,Breast,TCGA
CTNND1,0.208705827,Breast,TCGA
TESK1,-0.073357404,Breast,TCGA
TRPM7,0.39950551,Breast,TCGA
LIMK1,-0.134081992,Breast,TCGA
FER,0.302127993,Breast,TCGA
MAPK8IP3,0.296835145,Breast,TCGA
DLG1,0.138874914,Breast,TCGA
SPTLC1,0.165401606,Breast,TCGA
KCNH2,-0.063322949,Breast,TCGA
CIB2,-0.129942507,Breast,TCGA
CIB1,-0.019995348,Breast,TCGA
PTPN2,0.010329528,Breast,TCGA
PTPN1,0.145334116,Breast,TCGA
PTPN6,0.04958165,Breast,TCGA
OSTF1,-0.124981679,Breast,TCGA
DLG5,0.248933835,Breast,TCGA
INPP5D,0.104893633,Breast,TCGA
PXN,0.075213908,Breast,TCGA
THY1,0.00105201,Breast,TCGA
MMP14,-0.029625308,Breast,TCGA
HRAS,-0.145398875,Breast,TCGA
FLNB,0.188403184,Breast,TCGA
CDH22,0.094069196,Breast,TCGA
LPP,0.249709122,Breast,TCGA
PSEN1,0.127872972,Breast,TCGA
NUMB,0.281273318,Breast,TCGA
HAX1,-0.263070185,Breast,TCGA
GIT1,-0.132629697,Breast,TCGA
GIT2,0.307050809,Breast,TCGA
DEF6,-0.065472101,Breast,TCGA
RHOU,0.077874585,Breast,TCGA
RHOA,-0.007176354,Breast,TCGA
CTTN,0.026923887,Breast,TCGA
ENG,-0.013252431,Breast,TCGA
TLN1,0.068997716,Breast,TCGA
SDC1,-0.155672186,Breast,TCGA
SDC4,0.108089302,Breast,TCGA
EXOC3,-0.010521177,Breast,TCGA
ANK3,0.274885823,Breast,TCGA
SSH1,0.255956479,Breast,TCGA
RAVER1,-0.018056282,Breast,TCGA
CBL,0.201598738,Breast,TCGA
NCK2,-0.125018598,Breast,TCGA
MPP7,0.268498442,Breast,TCGA
CORO2A,0.20447184,Breast,TCGA
CSNK2A1,0.026972114,Breast,TCGA
ITGB1BP1,-0.127359149,Breast,TCGA
RAC1,-0.116532817,Breast,TCGA
VCL,0.097835039,Breast,TCGA
ILKAP,-0.009494399,Breast,TCGA
DBN1,-0.187198596,Breast,TCGA
ZFYVE21,0.122318596,Breast,TCGA
PTK2,-0.003138428,Breast,TCGA
ITGB3BP,0.06229353,Breast,TCGA
FBLIM1,-0.075645116,Breast,TCGA
RNF5,-0.13412218,Breast,TCGA
ACTR3,-0.120567944,Breast,TCGA
NUDT16L1,0.001139853,Breast,TCGA
NISCH,0.346302549,Breast,TCGA
CRK,0.049989817,Breast,TCGA
CSNK1E,0.034561421,Breast,TCGA
SRC,-0.114962409,Breast,TCGA
TNS1,0.241837794,Breast,TCGA
TJP2,0.055727621,Breast,TCGA
TJP1,0.259678965,Breast,TCGA
SLC3A2,-0.233213308,Breast,TCGA
FSCN1,-0.224994064,Breast,TCGA
CD151,-0.052065797,Breast,TCGA
IRS1,0.269725338,Breast,TCGA
TRPV4,-0.082364593,Breast,TCGA
SDCBP,-0.064852699,Breast,TCGA
ARHGEF12,0.295697334,Breast,TCGA
MYOM1,0.180305992,Breast,TCGA
CORO1B,-0.097221219,Breast,TCGA
WASF2,0.094915658,Breast,TCGA
CTNNB1,0.113136868,Breast,TCGA
FABP3,-0.075532186,Breast,TCGA
MACF1,0.26782695,Breast,TCGA
MSN,-0.125814996,Breast,TCGA
CDC42,0.097488043,Breast,TCGA
TRIO,0.266233846,Breast,TCGA
SLC16A3,-0.226231503,Breast,TCGA
ARHGAP32,0.332239198,Breast,TCGA
ARHGAP35,0.245192706,Breast,TCGA
TES,-0.06010339,Breast,TCGA
MARCKS,-0.038920007,Breast,TCGA
LMO7,0.082255175,Breast,TCGA
NME1,-0.268438905,Breast,TCGA
EPB41,0.213180544,Breast,TCGA
TIAM1,0.170112837,Breast,TCGA
PDZD2,0.181810449,Breast,TCGA
NF2,-0.102970755,Breast,TCGA
LASP1,0.121269502,Breast,TCGA
TRPC4,0.124183667,Breast,TCGA
DYNC1H1,0.084011247,Breast,TCGA
LIMA1,0.335308922,Breast,TCGA
CASP3,0.030028547,Breast,TCGA
CASP8,0.191159496,Breast,TCGA
AKT1,0.021937134,Breast,TCGA
PKP4,0.243688264,Breast,TCGA
ELMO1,0.112456539,Breast,TCGA
SMPX,-0.314521653,Breast,TCGA
ANKRD28,0.273347306,Breast,TCGA
PLCG1,0.183005739,Breast,TCGA
INPPL1,0.144432943,Breast,TCGA
