adhesome_gene,lncRNA,corr,condition
ITGA2,PVT1,0.037035558,TCGA
ITGA3,PVT1,-0.030981232,TCGA
ITGA4,PVT1,0.144552536,TCGA
ITGA5,PVT1,0.15109084,TCGA
ITGA6,PVT1,0.007034308,TCGA
ITGA7,PVT1,-0.271409428,TCGA
ITGAX,PVT1,0.107667603,TCGA
ITGAV,PVT1,-0.223914469,TCGA
ITGAL,PVT1,0.155087855,TCGA
ITGAM,PVT1,0.004454061,TCGA
ITGAD,PVT1,0.127771512,TCGA
ITGAE,PVT1,0.143967276,TCGA
PTPN12,PVT1,0.21477191,TCGA
PTPN11,PVT1,-0.178684407,TCGA
PTPN14,PVT1,0.15999505,TCGA
SH3KBP1,PVT1,-0.002107961,TCGA
SORBS1,PVT1,-0.091963467,TCGA
SORBS3,PVT1,-0.090526736,TCGA
SORBS2,PVT1,-0.267072177,TCGA
ADAM10,PVT1,0.01046338,TCGA
ADAM12,PVT1,0.317247408,TCGA
NDEL1,PVT1,0.004446335,TCGA
ABI2,PVT1,-0.233053804,TCGA
ABI3,PVT1,-0.023514138,TCGA
ABI1,PVT1,0.123195115,TCGA
SRCIN1,PVT1,-0.156580392,TCGA
RASA1,PVT1,-0.202087216,TCGA
ACTN4,PVT1,0.17778531,TCGA
EZR,PVT1,0.050456988,TCGA
SIPA1L3,PVT1,0.245618543,TCGA
PPFIA1,PVT1,-0.011996808,TCGA
RAPGEF1,PVT1,-0.108159142,TCGA
RAPGEF2,PVT1,-0.350890964,TCGA
TUBA1B,PVT1,0.274419489,TCGA
CALR,PVT1,0.044817221,TCGA
PFN1,PVT1,0.340372702,TCGA
SSX2IP,PVT1,0.146102048,TCGA
CYTH2,PVT1,-0.059257565,TCGA
CDH20,PVT1,-0.13194251,TCGA
CDH24,PVT1,0.023178739,TCGA
FAT1,PVT1,0.023931116,TCGA
SOS1,PVT1,0.073738802,TCGA
CBLL1,PVT1,0.122304572,TCGA
KRIT1,PVT1,0.020316847,TCGA
SCRIB,PVT1,0.262320017,TCGA
LYN,PVT1,0.038435083,TCGA
VAV1,PVT1,0.14745062,TCGA
VAV3,PVT1,0.24827635,TCGA
VAV2,PVT1,-0.020229384,TCGA
FERMT2,PVT1,-0.26902427,TCGA
FERMT3,PVT1,0.14696856,TCGA
FERMT1,PVT1,0.022200822,TCGA
CRKL,PVT1,0.026705589,TCGA
NRP1,PVT1,-0.078701549,TCGA
NRP2,PVT1,-0.166075336,TCGA
AGAP2,PVT1,-0.07898995,TCGA
ROCK1,PVT1,-2.99E-05,TCGA
PLD1,PVT1,0.083268833,TCGA
DOCK1,PVT1,-0.154516594,TCGA
ITGB1,PVT1,0.118180556,TCGA
ITGB3,PVT1,-0.219647183,TCGA
ITGB2,PVT1,0.057370253,TCGA
ITGB5,PVT1,0.158996312,TCGA
ITGB4,PVT1,0.169718242,TCGA
ITGB7,PVT1,0.090748914,TCGA
ITGB6,PVT1,0.148660189,TCGA
ITGB8,PVT1,-0.022057264,TCGA
ITGA10,PVT1,-0.086972841,TCGA
ITGA11,PVT1,0.249237225,TCGA
LRP1,PVT1,-0.106292255,TCGA
SIRPA,PVT1,-0.022705735,TCGA
TGFB1I1,PVT1,0.0398204,TCGA
SHARPIN,PVT1,0.346352926,TCGA
CAPZA1,PVT1,0.36597305,TCGA
LIN7A,PVT1,-0.200817945,TCGA
PVR,PVT1,0.116180102,TCGA
MAPK1,PVT1,-0.223304025,TCGA
MAPK8,PVT1,-0.047400313,TCGA
NEDD9,PVT1,-0.130155783,TCGA
DIAPH1,PVT1,0.080914404,TCGA
PARD3,PVT1,0.095999027,TCGA
CDH11,PVT1,0.109870279,TCGA
CDH10,PVT1,-0.168141392,TCGA
CDH12,PVT1,-0.123259602,TCGA
CDH15,PVT1,-0.062400829,TCGA
CDH19,PVT1,-0.116060102,TCGA
CDH18,PVT1,-0.220819089,TCGA
ABL1,PVT1,-0.227518461,TCGA
VEZT,PVT1,-0.056044349,TCGA
ADAM9,PVT1,-0.026938108,TCGA
PRKD1,PVT1,-0.279181485,TCGA
LAYN,PVT1,0.006950131,TCGA
HEG1,PVT1,-0.246668579,TCGA
FHL2,PVT1,0.386856093,TCGA
FLNA,PVT1,0.136663264,TCGA
CTNNA1,PVT1,-0.008159439,TCGA
CTNNA2,PVT1,-0.140533543,TCGA
CTNNA3,PVT1,-0.173846246,TCGA
SYNM,PVT1,-0.129570846,TCGA
GAB1,PVT1,-0.100425209,TCGA
ASAP2,PVT1,-0.089262768,TCGA
ASAP3,PVT1,-0.177292633,TCGA
ARHGAP21,PVT1,-0.053678614,TCGA
ARHGAP26,PVT1,-0.005564525,TCGA
ARHGAP24,PVT1,-0.231891618,TCGA
PKD1,PVT1,0.031643824,TCGA
PRKACA,PVT1,-0.04715606,TCGA
GNA12,PVT1,-0.038302629,TCGA
RAP1A,PVT1,-0.127194252,TCGA
INSR,PVT1,-0.102413691,TCGA
SPTBN1,PVT1,-0.274156482,TCGA
ACTN1,PVT1,0.303465547,TCGA
TRIP6,PVT1,0.091812218,TCGA
CAV1,PVT1,-0.082186003,TCGA
SVIL,PVT1,-0.056667048,TCGA
MET,PVT1,-0.133297447,TCGA
CASS4,PVT1,0.021055312,TCGA
CDH8,PVT1,-0.101540118,TCGA
HSPB1,PVT1,0.294726975,TCGA
AJAP1,PVT1,-0.243705514,TCGA
PRNP,PVT1,-0.226787881,TCGA
PEAK1,PVT1,-0.095806522,TCGA
LPXN,PVT1,0.064246813,TCGA
LIMS2,PVT1,-0.195710929,TCGA
LIMS1,PVT1,0.22593709,TCGA
ARHGEF2,PVT1,-0.042945592,TCGA
CDH2,PVT1,-0.288202067,TCGA
ACTB,PVT1,0.257936474,TCGA
STARD13,PVT1,-0.127510565,TCGA
JUP,PVT1,0.232068545,TCGA
CTNND2,PVT1,-0.038792811,TCGA
CTNND1,PVT1,0.150560795,TCGA
TESK1,PVT1,0.09789223,TCGA
TRPM7,PVT1,0.083980022,TCGA
LIMK1,PVT1,-0.046984913,TCGA
FER,PVT1,-0.289724334,TCGA
MAPK8IP3,PVT1,-0.035086109,TCGA
DLG1,PVT1,-0.04419047,TCGA
SPTLC1,PVT1,-0.014800257,TCGA
KCNH2,PVT1,0.096137988,TCGA
CIB2,PVT1,-0.016635264,TCGA
CIB1,PVT1,0.145306096,TCGA
PTPN2,PVT1,0.277545264,TCGA
PTPN1,PVT1,0.346013084,TCGA
PTPN6,PVT1,0.209564881,TCGA
OSTF1,PVT1,0.071930643,TCGA
DLG5,PVT1,-0.049014047,TCGA
INPP5D,PVT1,0.012487516,TCGA
PXN,PVT1,0.030573595,TCGA
THY1,PVT1,0.029234073,TCGA
MMP14,PVT1,0.214977563,TCGA
HRAS,PVT1,0.097838405,TCGA
FLNB,PVT1,0.160539983,TCGA
CDH22,PVT1,-0.302772844,TCGA
LPP,PVT1,0.258377056,TCGA
PSEN1,PVT1,-0.03841355,TCGA
NUMB,PVT1,0.088626746,TCGA
HAX1,PVT1,0.268823379,TCGA
GIT1,PVT1,0.102309357,TCGA
GIT2,PVT1,-0.068542212,TCGA
DEF6,PVT1,0.275586755,TCGA
RHOU,PVT1,-0.334524661,TCGA
RHOA,PVT1,0.051185958,TCGA
CTTN,PVT1,0.064422389,TCGA
ENG,PVT1,-0.056975865,TCGA
TLN1,PVT1,0.023182375,TCGA
SDC1,PVT1,0.129530614,TCGA
SDC4,PVT1,-0.067210693,TCGA
EXOC3,PVT1,0.00996763,TCGA
ANK3,PVT1,-0.096699672,TCGA
SSH1,PVT1,0.028770766,TCGA
RAVER1,PVT1,0.081708479,TCGA
CBL,PVT1,-0.0580697,TCGA
NCK2,PVT1,-0.038725987,TCGA
MPP7,PVT1,0.053808169,TCGA
CORO2A,PVT1,0.261637748,TCGA
CSNK2A1,PVT1,0.212926531,TCGA
ITGB1BP1,PVT1,0.041006364,TCGA
RAC1,PVT1,0.17214126,TCGA
VCL,PVT1,0.082904691,TCGA
ILKAP,PVT1,-0.035852263,TCGA
DBN1,PVT1,-0.103052403,TCGA
ZFYVE21,PVT1,-0.184110619,TCGA
PTK2,PVT1,0.223170232,TCGA
ITGB3BP,PVT1,0.30352221,TCGA
FBLIM1,PVT1,0.257826294,TCGA
RNF5,PVT1,0.012834117,TCGA
ACTR3,PVT1,0.348401132,TCGA
NUDT16L1,PVT1,-0.10184382,TCGA
NISCH,PVT1,-0.210139265,TCGA
CRK,PVT1,-0.145227244,TCGA
CSNK1E,PVT1,0.042698543,TCGA
SRC,PVT1,0.161785546,TCGA
TNS1,PVT1,-0.148421836,TCGA
TJP2,PVT1,-0.286905474,TCGA
TJP1,PVT1,-0.251001618,TCGA
SLC3A2,PVT1,0.037467106,TCGA
FSCN1,PVT1,0.071163444,TCGA
CD151,PVT1,0.119962335,TCGA
IRS1,PVT1,-0.019824386,TCGA
TRPV4,PVT1,0.201633031,TCGA
SDCBP,PVT1,0.03944119,TCGA
ARHGEF12,PVT1,-0.216414327,TCGA
MYOM1,PVT1,-0.286459239,TCGA
CORO1B,PVT1,0.062478686,TCGA
WASF2,PVT1,0.130012937,TCGA
CTNNB1,PVT1,-0.111313031,TCGA
FABP3,PVT1,0.020941907,TCGA
MACF1,PVT1,-0.225052497,TCGA
MSN,PVT1,-0.053360463,TCGA
CDC42,PVT1,0.227512885,TCGA
TRIO,PVT1,0.148108563,TCGA
SLC16A3,PVT1,0.201752044,TCGA
ARHGAP32,PVT1,0.202281989,TCGA
ARHGAP35,PVT1,-0.11306233,TCGA
TES,PVT1,-0.110962055,TCGA
MARCKS,PVT1,0.018444505,TCGA
LMO7,PVT1,-0.111174058,TCGA
NME1,PVT1,0.410548707,TCGA
EPB41,PVT1,0.161277502,TCGA
TIAM1,PVT1,-0.140858588,TCGA
PDZD2,PVT1,0.000105766,TCGA
NF2,PVT1,-0.128541783,TCGA
LASP1,PVT1,0.100347799,TCGA
TRPC4,PVT1,-0.230813566,TCGA
DYNC1H1,PVT1,-0.11814741,TCGA
LIMA1,PVT1,-0.003746798,TCGA
CASP3,PVT1,0.211298756,TCGA
CASP8,PVT1,0.346766608,TCGA
AKT1,PVT1,0.074975075,TCGA
PKP4,PVT1,-0.080173026,TCGA
ELMO1,PVT1,-0.246246051,TCGA
SMPX,PVT1,0.093963418,TCGA
ANKRD28,PVT1,-0.02860498,TCGA
PLCG1,PVT1,-0.104888265,TCGA
INPPL1,PVT1,0.107337888,TCGA
EGFR,PVT1,-0.260188461,TCGA
ARHGEF6,PVT1,-0.047288129,TCGA
ARHGEF7,PVT1,-0.008463449,TCGA
CDH9,PVT1,-0.347656231,TCGA
CDH1,PVT1,-0.059081442,TCGA
CDH3,PVT1,0.128219521,TCGA
CDH5,PVT1,-0.187666023,TCGA
CDH4,PVT1,-0.293944649,TCGA
CDH7,PVT1,-0.081483805,TCGA
CDH6,PVT1,-0.195678144,TCGA
RACGAP1,PVT1,0.420210387,TCGA
KEAP1,PVT1,-0.026924786,TCGA
NEXN,PVT1,0.086425514,TCGA
ENAH,PVT1,0.154925143,TCGA
ECT2,PVT1,0.404926554,TCGA
PLEC,PVT1,0.243944848,TCGA
MYO7A,PVT1,-0.016234965,TCGA
CSRP1,PVT1,-0.029179904,TCGA
BCAR1,PVT1,-0.148987396,TCGA
BCAR3,PVT1,0.041030421,TCGA
DNM2,PVT1,0.104060603,TCGA
CFL1,PVT1,0.311061904,TCGA
PLAUR,PVT1,0.273175042,TCGA
AKAP5,PVT1,0.017292018,TCGA
SHC1,PVT1,0.231964713,TCGA
PTEN,PVT1,0.05212941,TCGA
KTN1,PVT1,-0.037769021,TCGA
PTPRU,PVT1,0.090228585,TCGA
PTPRT,PVT1,0.00229479,TCGA
PTPRF,PVT1,0.199445149,TCGA
PTPRA,PVT1,-0.192162925,TCGA
PTPRO,PVT1,-0.03333316,TCGA
PTPRM,PVT1,-0.332591193,TCGA
PTPRK,PVT1,0.047356007,TCGA
PTPRJ,PVT1,-0.208450398,TCGA
PTPRH,PVT1,0.059158702,TCGA
VIM,PVT1,-0.10477545,TCGA
RDX,PVT1,-0.272255898,TCGA
WASL,PVT1,-0.092654803,TCGA
PIK3CA,PVT1,-0.001284429,TCGA
ARF1,PVT1,0.298674028,TCGA
ARF6,PVT1,0.318613853,TCGA
CLIP1,PVT1,-0.157818773,TCGA
CD47,PVT1,0.056905547,TCGA
PAK1,PVT1,0.036408375,TCGA
FYN,PVT1,-0.367051681,TCGA
ARHGAP5,PVT1,-0.2087672,TCGA
GRB2,PVT1,0.045032989,TCGA
GRB7,PVT1,0.144906095,TCGA
ACP1,PVT1,0.251948159,TCGA
PRKCA,PVT1,-0.192284311,TCGA
PRKCD,PVT1,0.130532035,TCGA
SYK,PVT1,0.033669488,TCGA
ILK,PVT1,0.033310172,TCGA
PLEKHA7,PVT1,0.055373134,TCGA
MYH10,PVT1,-0.287140361,TCGA
CGNL1,PVT1,-0.315432889,TCGA
SLC9A1,PVT1,0.144218667,TCGA
MYO6,PVT1,0.00074295,TCGA
PABPC1,PVT1,0.528619037,TCGA
DLC1,PVT1,-0.222015928,TCGA
SH2B1,PVT1,-0.181029137,TCGA
WIPF2,PVT1,0.051523787,TCGA
PPM1F,PVT1,-0.059247586,TCGA
PPM1M,PVT1,-0.023369524,TCGA
ZYX,PVT1,0.177230673,TCGA
PPP2CA,PVT1,0.073479026,TCGA
ARPC2,PVT1,0.310482958,TCGA
ARHGAP12,PVT1,-0.232974236,TCGA
PALLD,PVT1,-0.019065889,TCGA
PDPK1,PVT1,-0.07142382,TCGA
PTK2B,PVT1,-0.176931194,TCGA
IQGAP1,PVT1,0.102928577,TCGA
RNF185,PVT1,-0.266442129,TCGA
PARVA,PVT1,0.138435252,TCGA
TRIOBP,PVT1,-0.090514115,TCGA
CSK,PVT1,0.242757705,TCGA
SH3BP1,PVT1,0.257782619,TCGA
MAGI1,PVT1,-0.173601111,TCGA
TSPAN1,PVT1,0.067029398,TCGA
HSPA2,PVT1,0.045374023,TCGA
SHROOM3,PVT1,0.174285029,TCGA
VASP,PVT1,0.245515612,TCGA
CEACAM1,PVT1,0.267623228,TCGA
ADD1,PVT1,-0.273959071,TCGA
LDB3,PVT1,-0.129076913,TCGA
MYH9,PVT1,0.191357795,TCGA
PIP5K1C,PVT1,-0.125863585,TCGA
CAPN2,PVT1,-0.035278188,TCGA
CAPN1,PVT1,0.157219877,TCGA
PARVB,PVT1,0.298997471,TCGA
ARVCF,PVT1,-0.317864744,TCGA
STAT3,PVT1,0.128196693,TCGA
PDE4D,PVT1,-0.168303335,TCGA
CD2AP,PVT1,0.213883209,TCGA
ITGA8,MEG3,0.164750242,TCGA
ITGA9,MEG3,0.005027256,TCGA
ITGA1,MEG3,0.171813722,TCGA
ITGA2,MEG3,-0.077482309,TCGA
ITGA3,MEG3,-0.193636421,TCGA
ITGA4,MEG3,0.159469277,TCGA
ITGA5,MEG3,0.194117411,TCGA
ITGA6,MEG3,-0.09029425,TCGA
ITGA7,MEG3,0.242293255,TCGA
ITGAX,MEG3,0.194706044,TCGA
ITGAV,MEG3,0.034063619,TCGA
ITGAL,MEG3,0.060862981,TCGA
ITGAM,MEG3,0.187537664,TCGA
ITGAD,MEG3,0.066191398,TCGA
ITGAE,MEG3,0.102282594,TCGA
PTPN12,MEG3,0.076799531,TCGA
PTPN11,MEG3,0.083187196,TCGA
PTPN14,MEG3,0.000473352,TCGA
SH3KBP1,MEG3,0.174410155,TCGA
SORBS1,MEG3,0.309236216,TCGA
SORBS3,MEG3,0.201980309,TCGA
SORBS2,MEG3,0.036295984,TCGA
ADAM10,MEG3,-0.083073769,TCGA
ADAM12,MEG3,0.299855591,TCGA
NDEL1,MEG3,0.165704761,TCGA
ABI2,MEG3,0.194856656,TCGA
ABI3,MEG3,0.082202081,TCGA
ABI1,MEG3,0.032274152,TCGA
SRCIN1,MEG3,0.149662851,TCGA
RASA1,MEG3,0.011311615,TCGA
ACTN4,MEG3,-0.122669826,TCGA
EZR,MEG3,-0.197875779,TCGA
SIPA1L3,MEG3,-0.010177439,TCGA
PPFIA1,MEG3,0.066248183,TCGA
RAPGEF1,MEG3,0.132399022,TCGA
RAPGEF2,MEG3,0.100936475,TCGA
TUBA1B,MEG3,0.095104959,TCGA
CALR,MEG3,-0.239246402,TCGA
PFN1,MEG3,-0.094217289,TCGA
SSX2IP,MEG3,-0.011389982,TCGA
CYTH2,MEG3,0.021182963,TCGA
CDH20,MEG3,0.148575664,TCGA
CDH24,MEG3,0.175832537,TCGA
FAT1,MEG3,0.056779905,TCGA
SOS1,MEG3,0.096517772,TCGA
CBLL1,MEG3,0.073232027,TCGA
KRIT1,MEG3,0.079674138,TCGA
SCRIB,MEG3,0.016994154,TCGA
LYN,MEG3,-0.041190268,TCGA
VAV1,MEG3,0.160569535,TCGA
VAV3,MEG3,-0.174736871,TCGA
VAV2,MEG3,0.024388586,TCGA
FERMT2,MEG3,0.290210912,TCGA
FERMT3,MEG3,0.146100355,TCGA
FERMT1,MEG3,0.08079562,TCGA
CRKL,MEG3,0.150589962,TCGA
NRP1,MEG3,0.148111025,TCGA
NRP2,MEG3,0.142878697,TCGA
AGAP2,MEG3,0.344856526,TCGA
ROCK1,MEG3,0.076221926,TCGA
PLD1,MEG3,0.027855578,TCGA
DOCK1,MEG3,0.062698378,TCGA
ITGB1,MEG3,0.125829166,TCGA
ITGB3,MEG3,-0.110568514,TCGA
ITGB2,MEG3,0.116847056,TCGA
ITGB5,MEG3,0.159467804,TCGA
ITGB4,MEG3,-0.013021102,TCGA
ITGB7,MEG3,-0.221738435,TCGA
ITGB6,MEG3,-0.132905645,TCGA
ITGB8,MEG3,0.071246855,TCGA
ITGA10,MEG3,0.294156374,TCGA
ITGA11,MEG3,0.357238046,TCGA
LRP1,MEG3,0.479170089,TCGA
SIRPA,MEG3,0.25168527,TCGA
TGFB1I1,MEG3,0.2524435,TCGA
SHARPIN,MEG3,-0.046836133,TCGA
CAPZA1,MEG3,-0.101958952,TCGA
LIN7A,MEG3,0.176520676,TCGA
PVR,MEG3,-0.024359906,TCGA
MAPK1,MEG3,-0.027231182,TCGA
MAPK8,MEG3,0.123047782,TCGA
NEDD9,MEG3,0.040230874,TCGA
DIAPH1,MEG3,-0.234569427,TCGA
PARD3,MEG3,-0.084380079,TCGA
CDH11,MEG3,0.487992164,TCGA
CDH10,MEG3,0.352217602,TCGA
CDH12,MEG3,0.161266574,TCGA
CDH15,MEG3,0.109336272,TCGA
CDH19,MEG3,0.191359499,TCGA
CDH18,MEG3,0.270404987,TCGA
ABL1,MEG3,0.105404669,TCGA
VEZT,MEG3,-0.025451573,TCGA
ADAM9,MEG3,-0.012163203,TCGA
PRKD1,MEG3,0.274076093,TCGA
LAYN,MEG3,0.302420374,TCGA
HEG1,MEG3,0.071076337,TCGA
FHL2,MEG3,0.08963519,TCGA
FLNA,MEG3,0.077756832,TCGA
CTNNA1,MEG3,-0.157917903,TCGA
CTNNA2,MEG3,0.240753855,TCGA
CTNNA3,MEG3,0.295042101,TCGA
SYNM,MEG3,0.188641734,TCGA
GAB1,MEG3,0.1596962,TCGA
ASAP2,MEG3,-0.095151852,TCGA
ASAP3,MEG3,0.060981011,TCGA
ARHGAP21,MEG3,0.26835785,TCGA
ARHGAP26,MEG3,0.218056237,TCGA
ARHGAP24,MEG3,0.072389452,TCGA
PKD1,MEG3,0.465932942,TCGA
PRKACA,MEG3,0.083294464,TCGA
GNA12,MEG3,0.345975838,TCGA
RAP1A,MEG3,-0.051150026,TCGA
INSR,MEG3,0.033864783,TCGA
SPTBN1,MEG3,0.114304507,TCGA
ACTN1,MEG3,0.206053247,TCGA
TRIP6,MEG3,-0.156137229,TCGA
CAV1,MEG3,-0.080189826,TCGA
SVIL,MEG3,-0.079765572,TCGA
MET,MEG3,-0.30343458,TCGA
CASS4,MEG3,0.267301664,TCGA
CDH8,MEG3,0.237788629,TCGA
HSPB1,MEG3,-0.136486845,TCGA
AJAP1,MEG3,0.143279632,TCGA
PRNP,MEG3,0.054445151,TCGA
PEAK1,MEG3,0.342798595,TCGA
LPXN,MEG3,0.077775918,TCGA
LIMS2,MEG3,0.293007277,TCGA
LIMS1,MEG3,0.188623706,TCGA
ARHGEF2,MEG3,0.118487707,TCGA
CDH2,MEG3,0.187613444,TCGA
ACTB,MEG3,0.095384043,TCGA
STARD13,MEG3,0.184591317,TCGA
JUP,MEG3,-0.174145909,TCGA
CTNND2,MEG3,0.33400353,TCGA
CTNND1,MEG3,-0.133454829,TCGA
TESK1,MEG3,0.120599846,TCGA
TRPM7,MEG3,0.019352109,TCGA
LIMK1,MEG3,0.111944487,TCGA
FER,MEG3,0.11471327,TCGA
MAPK8IP3,MEG3,0.395652908,TCGA
DLG1,MEG3,-0.066988439,TCGA
SPTLC1,MEG3,-0.056123929,TCGA
KCNH2,MEG3,0.365053669,TCGA
CIB2,MEG3,0.093432294,TCGA
CIB1,MEG3,-0.162400533,TCGA
PTPN2,MEG3,-0.069296731,TCGA
PTPN1,MEG3,0.022910917,TCGA
PTPN6,MEG3,-0.062722677,TCGA
OSTF1,MEG3,-0.19528114,TCGA
DLG5,MEG3,0.090796795,TCGA
INPP5D,MEG3,0.169654034,TCGA
PXN,MEG3,-0.033575534,TCGA
THY1,MEG3,0.464982282,TCGA
MMP14,MEG3,0.128603718,TCGA
HRAS,MEG3,-0.024972126,TCGA
FLNB,MEG3,-0.120738023,TCGA
CDH22,MEG3,0.169743434,TCGA
LPP,MEG3,0.145148577,TCGA
PSEN1,MEG3,-0.067720983,TCGA
NUMB,MEG3,-0.007150084,TCGA
HAX1,MEG3,-0.039918362,TCGA
GIT1,MEG3,0.055335431,TCGA
GIT2,MEG3,0.121401271,TCGA
DEF6,MEG3,-0.009469464,TCGA
RHOU,MEG3,0.127509461,TCGA
RHOA,MEG3,-0.031242308,TCGA
CTTN,MEG3,-0.119884799,TCGA
ENG,MEG3,0.100813925,TCGA
TLN1,MEG3,0.141769754,TCGA
SDC1,MEG3,-0.129137563,TCGA
SDC4,MEG3,-0.280666349,TCGA
EXOC3,MEG3,0.009527788,TCGA
ANK3,MEG3,-0.086900762,TCGA
SSH1,MEG3,0.147898741,TCGA
RAVER1,MEG3,0.053964702,TCGA
CBL,MEG3,0.178067837,TCGA
NCK2,MEG3,-0.013676832,TCGA
MPP7,MEG3,-0.188895986,TCGA
CORO2A,MEG3,-0.015195907,TCGA
CSNK2A1,MEG3,0.073768826,TCGA
ITGB1BP1,MEG3,-0.040793612,TCGA
RAC1,MEG3,0.037924641,TCGA
VCL,MEG3,0.016777034,TCGA
ILKAP,MEG3,-0.008539625,TCGA
DBN1,MEG3,0.181370659,TCGA
ZFYVE21,MEG3,-0.011434076,TCGA
PTK2,MEG3,0.041931835,TCGA
ITGB3BP,MEG3,-0.067849101,TCGA
FBLIM1,MEG3,0.092312288,TCGA
RNF5,MEG3,-0.039218882,TCGA
ACTR3,MEG3,0.021791994,TCGA
NUDT16L1,MEG3,-0.037669579,TCGA
NISCH,MEG3,0.299736335,TCGA
CRK,MEG3,-0.053759738,TCGA
CSNK1E,MEG3,0.180363533,TCGA
SRC,MEG3,0.015895415,TCGA
TNS1,MEG3,0.194466612,TCGA
TJP2,MEG3,-0.208399087,TCGA
TJP1,MEG3,0.044510751,TCGA
SLC3A2,MEG3,-0.147395938,TCGA
FSCN1,MEG3,0.19970872,TCGA
CD151,MEG3,-0.099152483,TCGA
IRS1,MEG3,0.020864964,TCGA
TRPV4,MEG3,-0.073893501,TCGA
SDCBP,MEG3,0.095860011,TCGA
ARHGEF12,MEG3,-0.060757222,TCGA
MYOM1,MEG3,0.254825033,TCGA
CORO1B,MEG3,-0.186579597,TCGA
WASF2,MEG3,-0.014884968,TCGA
CTNNB1,MEG3,-0.0420075,TCGA
FABP3,MEG3,0.094899617,TCGA
MACF1,MEG3,0.082091363,TCGA
MSN,MEG3,-0.164137849,TCGA
CDC42,MEG3,-0.060309129,TCGA
TRIO,MEG3,0.409317376,TCGA
SLC16A3,MEG3,-0.047094024,TCGA
ARHGAP32,MEG3,0.207417487,TCGA
ARHGAP35,MEG3,0.077424312,TCGA
TES,MEG3,-0.1166579,TCGA
MARCKS,MEG3,0.323838497,TCGA
LMO7,MEG3,-0.15649633,TCGA
NME1,MEG3,-0.016299623,TCGA
EPB41,MEG3,0.018142704,TCGA
TIAM1,MEG3,0.164562512,TCGA
PDZD2,MEG3,0.304449605,TCGA
NF2,MEG3,-0.043166602,TCGA
LASP1,MEG3,0.005991239,TCGA
TRPC4,MEG3,0.167062344,TCGA
DYNC1H1,MEG3,0.148544848,TCGA
LIMA1,MEG3,0.070560158,TCGA
CASP3,MEG3,0.073062519,TCGA
CASP8,MEG3,0.045286164,TCGA
AKT1,MEG3,0.05411695,TCGA
PKP4,MEG3,-0.129869986,TCGA
ELMO1,MEG3,0.272723266,TCGA
SMPX,MEG3,0.131321316,TCGA
ANKRD28,MEG3,0.035814064,TCGA
PLCG1,MEG3,0.218532515,TCGA
INPPL1,MEG3,0.170992443,TCGA
EGFR,MEG3,-0.006190268,TCGA
ARHGEF6,MEG3,0.335276609,TCGA
ARHGEF7,MEG3,0.275134159,TCGA
CDH9,MEG3,0.172564144,TCGA
CDH1,MEG3,-0.201168244,TCGA
CDH3,MEG3,-0.168908797,TCGA
CDH5,MEG3,0.120960645,TCGA
CDH4,MEG3,0.114193914,TCGA
CDH7,MEG3,0.191773151,TCGA
CDH6,MEG3,0.098396369,TCGA
RACGAP1,MEG3,0.039669149,TCGA
KEAP1,MEG3,-0.047513333,TCGA
NEXN,MEG3,0.278701696,TCGA
ENAH,MEG3,0.201794988,TCGA
ECT2,MEG3,0.004682918,TCGA
PLEC,MEG3,0.214912246,TCGA
MYO7A,MEG3,0.172658829,TCGA
CSRP1,MEG3,0.049748797,TCGA
BCAR1,MEG3,0.11336315,TCGA
BCAR3,MEG3,0.054968242,TCGA
DNM2,MEG3,0.046523432,TCGA
CFL1,MEG3,0.066509644,TCGA
PLAUR,MEG3,0.050146438,TCGA
AKAP5,MEG3,0.160873862,TCGA
SHC1,MEG3,0.162823573,TCGA
PTEN,MEG3,0.061245277,TCGA
KTN1,MEG3,-0.043485807,TCGA
PTPRU,MEG3,0.028673306,TCGA
PTPRT,MEG3,0.290918038,TCGA
PTPRF,MEG3,-0.081777009,TCGA
PTPRA,MEG3,0.158995603,TCGA
PTPRO,MEG3,0.283970203,TCGA
PTPRM,MEG3,0.048826132,TCGA
PTPRK,MEG3,0.024931987,TCGA
PTPRJ,MEG3,-0.045455396,TCGA
PTPRH,MEG3,0.236696394,TCGA
VIM,MEG3,0.046613636,TCGA
RDX,MEG3,0.050981952,TCGA
WASL,MEG3,0.036945459,TCGA
PIK3CA,MEG3,0.089558236,TCGA
ARF1,MEG3,-0.051849815,TCGA
ARF6,MEG3,-0.110926524,TCGA
CLIP1,MEG3,-0.170292818,TCGA
CD47,MEG3,-0.021920733,TCGA
PAK1,MEG3,-0.13343162,TCGA
FYN,MEG3,0.150071912,TCGA
ARHGAP5,MEG3,-0.022239564,TCGA
GRB2,MEG3,0.106855197,TCGA
GRB7,MEG3,-0.025665031,TCGA
ACP1,MEG3,-0.065737643,TCGA
PRKCA,MEG3,0.280945302,TCGA
PRKCD,MEG3,-0.235650106,TCGA
SYK,MEG3,-0.189813092,TCGA
ILK,MEG3,0.060357467,TCGA
PLEKHA7,MEG3,-0.031884014,TCGA
MYH10,MEG3,0.094402335,TCGA
CGNL1,MEG3,-0.001713948,TCGA
SLC9A1,MEG3,-0.039621387,TCGA
MYO6,MEG3,-0.046147702,TCGA
PABPC1,MEG3,-0.022356695,TCGA
DLC1,MEG3,0.183323149,TCGA
SH2B1,MEG3,0.111278813,TCGA
WIPF2,MEG3,0.021439597,TCGA
